datetime,SO2,hour,dayofweek,hour_sin,hour_cos,dow_sin,dow_cos,SO2_lag_1,SO2_lag_6,SO2_lag_12,SO2_lag_24
2021-07-13 21:00:00,1.30864,21.0,1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1.30864,1.04691,1.30864,1.83209
2021-07-13 21:15:00,0.78518,21.0,1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1.30864,1.11234,1.30864,1.83209
2021-07-13 21:30:00,1.30864,21.0,1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,0.78518,1.30864,1.37407,1.57037
2021-07-13 21:45:00,1.57037,21.0,1.0,-0.7071067811865477,0.7071067811865474,0.7818314824680298,0.6234898018587336,1.30864,1.30864,0.78518,1.30864
2021-07-13 22:00:00,1.57037,22.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1.57037,1.30864,1.30864,1.6358
2021-07-13 22:00:00,1.30864,22.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1.57037,1.30864,1.30864,1.57037
2021-07-13 22:15:00,1.57037,22.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1.30864,1.30864,1.04691,1.30864
2021-07-13 22:30:00,1.04691,22.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1.57037,0.78518,1.11234,1.30864
2021-07-13 22:45:00,1.04691,22.0,1.0,-0.5000000000000004,0.8660254037844384,0.7818314824680298,0.6234898018587336,1.04691,1.30864,1.30864,1.4395
2021-07-13 23:00:00,1.11234,23.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1.04691,1.57037,1.30864,1.57037
2021-07-13 23:00:00,0.78518,23.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1.11234,1.57037,1.30864,1.57037
2021-07-13 23:15:00,0.78518,23.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.78518,1.30864,1.30864,1.30864
2021-07-13 23:30:00,1.04691,23.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,0.78518,1.57037,1.30864,1.30864
2021-07-13 23:45:00,1.04691,23.0,1.0,-0.25881904510252157,0.9659258262890681,0.7818314824680298,0.6234898018587336,1.04691,1.04691,0.78518,1.30864
2021-07-14 00:15:00,0.78429,0.0,2.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1.04691,1.04691,1.30864,1.37407
2021-07-14 00:30:00,1.30715,0.0,2.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,0.78429,1.11234,1.57037,0.78518
2021-07-14 00:45:00,0.78429,0.0,2.0,0.0,1.0,0.9749279121818236,-0.22252093395631434,1.30715,0.78518,1.57037,1.30864
2021-07-14 01:00:00,0.95857,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.78429,0.78518,1.30864,1.30864
2021-07-14 01:30:00,1.04572,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,0.95857,1.04691,1.57037,1.04691
2021-07-14 01:45:00,1.30715,1.0,2.0,0.25881904510252074,0.9659258262890683,0.9749279121818236,-0.22252093395631434,1.04572,1.04691,1.04691,1.11234
2021-07-14 02:00:00,1.30715,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.30715,0.78429,1.04691,1.30864
2021-07-14 02:00:00,1.22,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.30715,1.30715,1.11234,1.30864
2021-07-14 02:15:00,1.04572,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.22,0.78429,0.78518,1.30864
2021-07-14 02:30:00,1.30715,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.04572,0.95857,0.78518,1.30864
2021-07-14 02:45:00,1.30715,2.0,2.0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434,1.30715,1.04572,1.04691,1.30864
2021-07-14 03:00:00,1.24179,3.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.30715,1.30715,1.04691,0.78518
2021-07-14 03:00:00,1.30715,3.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.24179,1.30715,0.78429,1.30864
2021-07-14 03:15:00,1.30715,3.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.30715,1.22,1.30715,1.57037
2021-07-14 03:30:00,1.30715,3.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.30715,1.04572,0.78429,1.57037
2021-07-14 03:45:00,1.04572,3.0,2.0,0.7071067811865475,0.7071067811865476,0.9749279121818236,-0.22252093395631434,1.30715,1.30715,0.95857,1.30864
2021-07-14 04:00:00,1.04572,4.0,2.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.04572,1.30715,1.04572,1.57037
2021-07-14 04:00:00,1.17643,4.0,2.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.04572,1.24179,1.30715,1.04691
2021-07-14 04:15:00,0.78429,4.0,2.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.17643,1.30715,1.30715,1.04691
2021-07-14 04:30:00,1.30715,4.0,2.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,0.78429,1.30715,1.22,1.11234
2021-07-14 04:45:00,1.56857,4.0,2.0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434,1.30715,1.30715,1.04572,0.78518
2021-07-14 05:00:00,1.30715,5.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.56857,1.04572,1.30715,0.78518
2021-07-14 05:00:00,1.56857,5.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.30715,1.04572,1.30715,1.04691
2021-07-14 05:15:00,1.56857,5.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.56857,1.17643,1.24179,1.04691
2021-07-14 05:30:00,1.04572,5.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.56857,0.78429,1.30715,0.78429
2021-07-14 05:45:00,0.52286,5.0,2.0,0.9659258262890683,0.25881904510252074,0.9749279121818236,-0.22252093395631434,1.04572,1.30715,1.30715,1.30715
2021-07-14 06:00:00,0.98036,6.0,2.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.52286,1.56857,1.30715,0.78429
2021-07-14 06:00:00,0.78429,6.0,2.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.98036,1.30715,1.04572,0.95857
2021-07-14 06:15:00,1.04572,6.0,2.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0.78429,1.56857,1.04572,1.04572
